model,example_id,input,output,level,strategy,lang,domain,latency_ms,output_length
meta-llama/llama-4-maverick-17b-128e-instruct,asset_3,"Jameson's autobiography, How to Make Love Like a Porn Star: A Cautionary Tale was published August 1...","Here's an explanation:

There's a lady named Jameson. She wrote a book about her life. The book is called ""How to Make Love Like a Porn Star"". It came out on August 17, 2004. It's like a story about what happened to her when she was growing up and when she was a grown-up.",medium,eli5,en,wikipedia,2299.537181854248,272
meta-llama/llama-4-maverick-17b-128e-instruct,asset_3,"Jameson's autobiography, How to Make Love Like a Porn Star: A Cautionary Tale was published August 1...","**Key Points:**
* Jameson's autobiography was published on August 17, 2004.
* The book is titled ""How to Make Love Like a Porn Star: A Cautionary Tale"".
* It's a memoir about Jameson's life.

## Book Details
* **Title:** How to Make Love Like a Porn Star: A Cautionary Tale
* **Publication Date:** August 17, 2004
* **Genre:** Autobiography/Memoir

## About the Book
The book is a personal account of Jameson's life and experiences.",medium,structured,en,wikipedia,2346.107006072998,432
meta-llama/llama-4-maverick-17b-128e-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,"It is known for growing a fruit called kiwifruit.
""Kiwifruit"" is a small, fuzzy, green fruit.",very_easy,generic,en,wikipedia,2254.5478343963623,93
meta-llama/llama-4-maverick-17b-128e-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,It is very famous for growing kiwi fruit.,very_easy,lexical_only,en,wikipedia,2285.238742828369,41
meta-llama/llama-4-maverick-17b-128e-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,"They grow a special fruit called kiwi there.
Kiwifruit is a yummy, green fruit with fuzzy skin.",very_easy,eli5,en,wikipedia,2268.587112426758,95
meta-llama/llama-4-maverick-17b-128e-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,"**Key Points:**
* The area is known for growing kiwifruit.
* Kiwifruit is a main crop.
* It's a famous product.

## Kiwifruit Cultivation
* The area grows kiwifruit.
* Kiwifruit is a type of fruit.

## What is Kiwifruit?
* Kiwifruit is a small, green fruit.
* It's also called ""kiwi"".
* ""Cultivation"" means growing plants.",very_easy,structured,en,wikipedia,2381.9499015808105,322
meta-llama/llama-4-maverick-17b-128e-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,The area is well known for growing kiwi fruit.,easy,generic,en,wikipedia,2521.4390754699707,46
meta-llama/llama-4-maverick-17b-128e-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,It is particularly well known for the growing of kiwifruit.,easy,lexical_only,en,wikipedia,2209.054946899414,59
meta-llama/llama-4-maverick-17b-128e-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,They grow a yummy fruit called kiwi there. It's sweet and good to eat.,easy,eli5,en,wikipedia,2233.090877532959,70
meta-llama/llama-4-maverick-17b-128e-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,"**Key Points:**
* The area is known for growing kiwifruit.
* Kiwifruit is a main product.
* It's a significant cultivation area.

**About the Area**
The area is famous for growing kiwifruit. 
* Kiwifruit is grown here in large amounts.
* The climate is suitable for kiwifruit cultivation.

**Kiwifruit Cultivation**
* Kiwifruit is a major crop in the area.
* Many farms grow kiwifruit here.
* The kiwifruit is of high quality.",easy,structured,en,wikipedia,2441.19930267334,426
meta-llama/llama-4-maverick-17b-128e-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,It's known for growing kiwis.,medium,generic,en,wikipedia,2661.963939666748,29
meta-llama/llama-4-maverick-17b-128e-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,It is particularly well known for the growing of kiwifruit.,medium,lexical_only,en,wikipedia,2221.4691638946533,59
meta-llama/llama-4-maverick-17b-128e-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,They grow a lot of kiwi fruit there. It's a yummy fruit that people like to eat!,medium,eli5,en,wikipedia,2696.7039108276367,80
meta-llama/llama-4-maverick-17b-128e-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,"**Key Points:**
* The area is known for growing kiwifruit.
* Kiwifruit is a major product of the region.
* The climate is suitable for kiwifruit cultivation.

**About the Region**
The region is particularly famous for its kiwifruit cultivation.

**Kiwifruit Cultivation**
* The area has a suitable climate for growing kiwifruit.
* Kiwifruit is a major crop in the region.
* The region's kiwifruit is well-known.",medium,structured,en,wikipedia,3024.4181156158447,411
moonshotai/kimi-k2-instruct,asset_0,"Adjacent counties are Marin (to the south), Mendocino (to the north), Lake (northeast), Napa (to the...","Next-door places are Marin (south), Mendocino (north), Lake (northeast), Napa (east), Solano and Contra Costa (southeast).",very_easy,generic,en,wikipedia,4248.007297515869,122
moonshotai/kimi-k2-instruct,asset_0,"Adjacent counties are Marin (to the south), Mendocino (to the north), Lake (northeast), Napa (to the...","Next-door counties are Marin (to the south), Mendocino (to the north), Lake (northeast), Napa (to the east), and Solano and Contra Costa (to the southeast).",very_easy,lexical_only,en,wikipedia,1595.4771041870117,156
moonshotai/kimi-k2-instruct,asset_0,"Adjacent counties are Marin (to the south), Mendocino (to the north), Lake (northeast), Napa (to the...","Think of counties like big puzzle pieces.  
This piece touches six others.  
Marin is the piece below.  
Mendocino is the piece above.  
Lake is the top-right corner.  
Napa is the right side.  
Solano and Contra Costa are the bottom-right corner.",very_easy,eli5,en,wikipedia,2470.341920852661,247
moonshotai/kimi-k2-instruct,asset_0,"Adjacent counties are Marin (to the south), Mendocino (to the north), Lake (northeast), Napa (to the...","Key Points  
- Six counties touch this county.  
- Marin is south. Mendocino is north.  

Nearby Counties  
- South: Marin  
- North: Mendocino  
- Northeast: Lake  
- East: Napa  
- Southeast: Solano and Contra Costa",very_easy,structured,en,wikipedia,4216.400146484375,217
moonshotai/kimi-k2-instruct,asset_0,"Adjacent counties are Marin (to the south), Mendocino (to the north), Lake (northeast), Napa (to the...","ERROR: Error code: 503 - {'error': {'message': 'moonshotai/kimi-k2-instruct is currently over capacity. Please try again and back off exponentially. Visit https://groqstatus.com to see if there is an active incident.', 'type': 'internal_server_error'}}",easy,generic,en,wikipedia,0.0,252
moonshotai/kimi-k2-instruct,asset_0,"Adjacent counties are Marin (to the south), Mendocino (to the north), Lake (northeast), Napa (to the...","Nearby counties are Marin (to the south), Mendocino (to the north), Lake (northeast), Napa (to the east), and Solano and Contra Costa (to the southeast).",easy,lexical_only,en,wikipedia,1263.620138168335,153
moonshotai/kimi-k2-instruct,asset_0,"Adjacent counties are Marin (to the south), Mendocino (to the north), Lake (northeast), Napa (to the...","Think of counties like big puzzle pieces.  
The county touches six pieces around it.",easy,eli5,en,wikipedia,755.5208206176758,84
moonshotai/kimi-k2-instruct,asset_0,"Adjacent counties are Marin (to the south), Mendocino (to the north), Lake (northeast), Napa (to the...","**Key Points**  
- Six counties touch this one.  
- Marin is south; Mendocino is north.  
- Others lie east or northeast.  

**Bordering Counties**  
- **South**: Marin  
- **North**: Mendocino  
- **Northeast**: Lake  
- **East**: Napa  
- **Southeast**: Solano and Contra Costa",easy,structured,en,wikipedia,2723.968029022217,279
moonshotai/kimi-k2-instruct,asset_0,"Adjacent counties are Marin (to the south), Mendocino (to the north), Lake (northeast), Napa (to the...","It touches Marin to the south, Mendocino to the north, Lake to the northeast, Napa to the east, and Solano and Contra Costa to the southeast.",medium,generic,en,wikipedia,597.4550247192383,141
moonshotai/kimi-k2-instruct,asset_0,"Adjacent counties are Marin (to the south), Mendocino (to the north), Lake (northeast), Napa (to the...","Nearby counties are Marin (to the south), Mendocino (to the north), Lake (northeast), Napa (to the east), and Solano and Contra Costa (to the southeast).",medium,lexical_only,en,wikipedia,1379.0106773376465,153
moonshotai/kimi-k2-instruct,asset_0,"Adjacent counties are Marin (to the south), Mendocino (to the north), Lake (northeast), Napa (to the...","Imagine you’re standing in the middle of a big circle made of six neighbors.  
Below your feet is Marin, above your head is Mendocino, up-and-right is Lake, straight right is Napa, and down-and-right are Solano and Contra Costa.",medium,eli5,en,wikipedia,1219.6722030639648,228
moonshotai/kimi-k2-instruct,asset_0,"Adjacent counties are Marin (to the south), Mendocino (to the north), Lake (northeast), Napa (to the...","**Key Points**  
- Sonoma County touches six neighboring counties.  
- Marin lies directly south; Mendocino is to the north.  
- Lake, Napa, Solano, and Contra Costa sit to the northeast and southeast.

**Neighboring Counties**  
- **South:** Marin  
- **North:** Mendocino  
- **Northeast:** Lake  
- **East:** Napa  
- **Southeast:** Solano and Contra Costa",medium,structured,en,wikipedia,2920.4280376434326,359
moonshotai/kimi-k2-instruct,asset_1,A Georgian inscription around the drum attests his name....,"ERROR: Error code: 503 - {'error': {'message': 'moonshotai/kimi-k2-instruct is currently over capacity. Please try again and back off exponentially. Visit https://groqstatus.com to see if there is an active incident.', 'type': 'internal_server_error'}}",very_easy,generic,en,wikipedia,0.0,252
moonshotai/kimi-k2-instruct,asset_1,A Georgian inscription around the drum attests his name....,"ERROR: Error code: 503 - {'error': {'message': 'moonshotai/kimi-k2-instruct is currently over capacity. Please try again and back off exponentially. Visit https://groqstatus.com to see if there is an active incident.', 'type': 'internal_server_error'}}",very_easy,lexical_only,en,wikipedia,0.0,252
moonshotai/kimi-k2-instruct,asset_1,A Georgian inscription around the drum attests his name....,"Old writing on the round wall shows his name.  
""Georgian"" means from the country Georgia.  
An ""inscription"" is writing carved into stone.  
A ""drum"" here is the round base of a dome.",very_easy,eli5,en,wikipedia,1689.1741752624512,184
moonshotai/kimi-k2-instruct,asset_1,A Georgian inscription around the drum attests his name....,"**Key Points**  
- Old writing on the drum shows his name.  
- The drum is a round stone band on a dome.  

**What the Words Say**  
- The words are in Georgian.  
- They tell us who built the dome.  

**Hard Word**  
- Inscription: words carved into stone.",very_easy,structured,en,wikipedia,2728.0871868133545,257
moonshotai/kimi-k2-instruct,asset_1,A Georgian inscription around the drum attests his name....,Old writing on the drum shows his name.,easy,generic,en,wikipedia,1459.6858024597168,39
moonshotai/kimi-k2-instruct,asset_1,A Georgian inscription around the drum attests his name....,A Georgian writing around the drum shows his name.,easy,lexical_only,en,wikipedia,1053.8089275360107,50
moonshotai/kimi-k2-instruct,asset_1,A Georgian inscription around the drum attests his name....,Old words on the wall say his name.,easy,eli5,en,wikipedia,1510.15305519104,35
moonshotai/kimi-k2-instruct,asset_1,A Georgian inscription around the drum attests his name....,"**Key Points**
- Georgian text names the builder.  
- Found on the drum of the dome.  
- Confirms who paid for the church.  

**Where It Is**
- On the drum under the dome  
- High up, easy to see  

**What It Says**
- “I, the king, gave this church.”  
- Lists his full name  
- Adds the year it was finished",easy,structured,en,wikipedia,1839.745044708252,308
moonshotai/kimi-k2-instruct,asset_1,A Georgian inscription around the drum attests his name....,Old Georgian writing on the curved part of the building tells us his name.,medium,generic,en,wikipedia,932.542085647583,74
moonshotai/kimi-k2-instruct,asset_1,A Georgian inscription around the drum attests his name....,A Georgian writing around the drum shows his name.,medium,lexical_only,en,wikipedia,712.9130363464355,50
moonshotai/kimi-k2-instruct,asset_1,A Georgian inscription around the drum attests his name....,"Imagine a big round cookie with words written on the edge.  
Those words say, “This cookie belongs to George.”",medium,eli5,en,wikipedia,911.9710922241211,110
moonshotai/kimi-k2-instruct,asset_1,A Georgian inscription around the drum attests his name....,"Key Points  
- The drum has a Georgian inscription.  
- The inscription gives his name.  

Inscription on the Drum  
- Written in Georgian.  
- Clearly states his name.",medium,structured,en,wikipedia,675.5561828613281,168
moonshotai/kimi-k2-instruct,asset_2,"They would later return to the revived series in the 2008 Christmas Special ""The Next Doctor"", intro...","They came back in a 2008 Christmas show.  
They brought two new robot types: Cyber-Shades and Cyber-King.",very_easy,generic,en,wikipedia,539.8118495941162,105
moonshotai/kimi-k2-instruct,asset_2,"They would later return to the revived series in the 2008 Christmas Special ""The Next Doctor"", intro...","They would later come back to the new show in the 2008 Christmas show ""The Next Doctor"", showing two new kinds of the group; the Cyber-Shades and the Cyber-King.",very_easy,lexical_only,en,wikipedia,621.8819618225098,161
moonshotai/kimi-k2-instruct,asset_2,"They would later return to the revived series in the 2008 Christmas Special ""The Next Doctor"", intro...","Bad metal men come back in a Christmas show.  
They bring two new friends:  
- Cyber-Shades: black robot helpers.  
- Cyber-King: giant robot boss.",very_easy,eli5,en,wikipedia,466.1669731140137,147
moonshotai/kimi-k2-instruct,asset_2,"They would later return to the revived series in the 2008 Christmas Special ""The Next Doctor"", intro...","**Key Points**  
- Cybermen came back in 2008 Christmas show.  
- Two new types appeared: Cyber-Shades and Cyber-King.  

**Return of the Cybermen**  
- 2008 Christmas Special: “The Next Doctor”  
- Viewers saw the metal men again  

**New Variants**  
- **Cyber-Shades**  
  – Black, fast scouts  
- **Cyber-King**  
  – Giant leader machine",very_easy,structured,en,wikipedia,674.4179725646973,342
moonshotai/kimi-k2-instruct,asset_2,"They would later return to the revived series in the 2008 Christmas Special ""The Next Doctor"", intro...",They came back in the 2008 Christmas show. Two new kinds appeared: Cyber-Shades and Cyber-King.,easy,generic,en,wikipedia,459.0179920196533,95
moonshotai/kimi-k2-instruct,asset_2,"They would later return to the revived series in the 2008 Christmas Special ""The Next Doctor"", intro...","They would later come back to the new show in the 2008 Christmas show ""The Next Doctor"", showing two new kinds of the race; the Cyber-Shades and the Cyber-King.",easy,lexical_only,en,wikipedia,370.67604064941406,160
moonshotai/kimi-k2-instruct,asset_2,"They would later return to the revived series in the 2008 Christmas Special ""The Next Doctor"", intro...","The bad robot men came back on TV.  
Now there are two new robot friends: Shade and King.",easy,eli5,en,wikipedia,450.4809379577637,89
moonshotai/kimi-k2-instruct,asset_2,"They would later return to the revived series in the 2008 Christmas Special ""The Next Doctor"", intro...","**Key Points**
- Cybermen came back in 2008 Christmas show.
- Two new types appeared: Cyber-Shades and Cyber-King.

**Return of the Cybermen**
- 2008 Christmas Special: “The Next Doctor”
- Viewers saw the Cybermen again

**New Variants**
- Cyber-Shades
- Cyber-King",easy,structured,en,wikipedia,587.8016948699951,265
moonshotai/kimi-k2-instruct,asset_2,"They would later return to the revived series in the 2008 Christmas Special ""The Next Doctor"", intro...","They came back in the 2008 Christmas episode “The Next Doctor,” where viewers met two new kinds: the Cyber-Shades and the Cyber-King.",medium,generic,en,wikipedia,410.1979732513428,133
moonshotai/kimi-k2-instruct,asset_2,"They would later return to the revived series in the 2008 Christmas Special ""The Next Doctor"", intro...","They would later come back to the new show in the 2008 Christmas Special ""The Next Doctor"", showing two new kinds of the race; the Cyber-Shades and the Cyber-King.",medium,lexical_only,en,wikipedia,391.00003242492676,163
moonshotai/kimi-k2-instruct,asset_2,"They would later return to the revived series in the 2008 Christmas Special ""The Next Doctor"", intro...","Imagine your toy robots went away for a long nap.  
One Christmas they woke up, put on new shiny coats, and got two new names: Cyber-Shades and Cyber-King.",medium,eli5,en,wikipedia,458.44292640686035,155
moonshotai/kimi-k2-instruct,asset_2,"They would later return to the revived series in the 2008 Christmas Special ""The Next Doctor"", intro...","Key Points  
- Two new Cyber-types debuted in the 2008 Christmas Special.  
- The episode is called “The Next Doctor.”  
- The newcomers are the Cyber-Shades and the Cyber-King.

Episode  
- Title: “The Next Doctor”  
- Year: 2008 Christmas Special  

New Cyber Variants  
- Cyber-Shades  
- Cyber-King",medium,structured,en,wikipedia,569.0960884094238,302
moonshotai/kimi-k2-instruct,asset_3,"Jameson's autobiography, How to Make Love Like a Porn Star: A Cautionary Tale was published August 1...","Jameson wrote a book.  
It came out August 17, 2004.  
Title: “How to Make Love Like a Porn Star.”  
It tells her life story.",very_easy,generic,en,wikipedia,592.7748680114746,125
moonshotai/kimi-k2-instruct,asset_3,"Jameson's autobiography, How to Make Love Like a Porn Star: A Cautionary Tale was published August 1...","Jameson's life story, How to Make Love Like a Porn Star: A Warning Story came out August 17, 2004.",very_easy,lexical_only,en,wikipedia,398.18882942199707,98
moonshotai/kimi-k2-instruct,asset_3,"Jameson's autobiography, How to Make Love Like a Porn Star: A Cautionary Tale was published August 1...","Jameson wrote a book.  
It tells her life story.  
The book is called “How to Make Love Like a Porn Star.”  
A porn star is someone who acts naked in movies.  
The book came out on August 17, 2004.",very_easy,eli5,en,wikipedia,448.0109214782715,197
moonshotai/kimi-k2-instruct,asset_3,"Jameson's autobiography, How to Make Love Like a Porn Star: A Cautionary Tale was published August 1...","Key Points  
- Book title: How to Make Love Like a Porn Star  
- Author: Jenna Jameson  
- Release date: August 17, 2004  

Book Details  
- Type: Autobiography  
- Style: Tells her life story  
- Goal: Warns readers",very_easy,structured,en,wikipedia,656.0521125793457,216
moonshotai/kimi-k2-instruct,asset_3,"Jameson's autobiography, How to Make Love Like a Porn Star: A Cautionary Tale was published August 1...","Jenna Jameson’s book came out on August 17, 2004.",easy,generic,en,wikipedia,910.754919052124,49
moonshotai/kimi-k2-instruct,asset_3,"Jameson's autobiography, How to Make Love Like a Porn Star: A Cautionary Tale was published August 1...","Jameson's life story, How to Make Love Like a Porn Star: A Warning Story, came out August 17, 2004.",easy,lexical_only,en,wikipedia,391.04485511779785,99
moonshotai/kimi-k2-instruct,asset_3,"Jameson's autobiography, How to Make Love Like a Porn Star: A Cautionary Tale was published August 1...","A lady named Jameson wrote a book about her life.  
It came out on August 17, 2004.",easy,eli5,en,wikipedia,351.58300399780273,83
moonshotai/kimi-k2-instruct,asset_3,"Jameson's autobiography, How to Make Love Like a Porn Star: A Cautionary Tale was published August 1...","**Key Points**
- Book title: *How to Make Love Like a Porn Star: A Cautionary Tale*
- Author: Jenna Jameson
- Release date: August 17, 2004

**Book Details**
- **Genre**: Autobiography  
- **Publisher**: HarperCollins  
- **Pages**: Over 600  
- **Content**: Life story, photos, advice  

**Quick Facts**
- Became a *New York Times* bestseller  
- Co-written with Neil Strauss",easy,structured,en,wikipedia,820.4543590545654,376
moonshotai/kimi-k2-instruct,asset_3,"Jameson's autobiography, How to Make Love Like a Porn Star: A Cautionary Tale was published August 1...","Jenna Jameson’s life story, *How to Make Love Like a Porn Star: A Cautionary Tale*, came out on August 17, 2004.",medium,generic,en,wikipedia,635.4091167449951,112
moonshotai/kimi-k2-instruct,asset_3,"Jameson's autobiography, How to Make Love Like a Porn Star: A Cautionary Tale was published August 1...","Jameson's life story, How to Make Love Like a Porn Star: A Warning Story, came out on August 17, 2004.",medium,lexical_only,en,wikipedia,487.6840114593506,102
moonshotai/kimi-k2-instruct,asset_3,"Jameson's autobiography, How to Make Love Like a Porn Star: A Cautionary Tale was published August 1...","A lady named Jameson wrote a big picture book all about her own life. The book came out on August 17, 2004.",medium,eli5,en,wikipedia,726.1760234832764,107
moonshotai/kimi-k2-instruct,asset_3,"Jameson's autobiography, How to Make Love Like a Porn Star: A Cautionary Tale was published August 1...","**Key Points**  
- Book title: *How to Make Love Like a Porn Star: A Cautionary Tale*  
- Author: Jenna Jameson  
- Release date: August 17, 2004  

**Book Details**  
- **Genre**: Autobiography  
- **Publisher**: HarperCollins  
- **Content**: Life story of adult-film star Jenna Jameson",medium,structured,en,wikipedia,1213.9208316802979,288
moonshotai/kimi-k2-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,"It is known for growing kiwifruit.  
Kiwifruit = small, fuzzy, green fruit.",very_easy,generic,en,wikipedia,802.4551868438721,75
moonshotai/kimi-k2-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,It is very well known for growing kiwifruit.,very_easy,lexical_only,en,wikipedia,1093.303918838501,44
moonshotai/kimi-k2-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,"It is known for growing kiwifruit.  
Kiwifruit = small, fuzzy, green fruit.",very_easy,eli5,en,wikipedia,582.1859836578369,75
moonshotai/kimi-k2-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,"Key Points  
- Place grows lots of kiwifruit.  
- Kiwifruit is small, brown, fuzzy fruit with green inside.  

About Kiwifruit  
- Grows here more than anywhere else.  
- Tastes sweet and tangy.",very_easy,structured,en,wikipedia,1935.1420402526855,194
moonshotai/kimi-k2-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,It is best known for growing kiwifruit.,easy,generic,en,wikipedia,352.54621505737305,39
moonshotai/kimi-k2-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,It is very well known for growing kiwifruit.,easy,lexical_only,en,wikipedia,585.5951309204102,44
moonshotai/kimi-k2-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,People grow lots of fuzzy green kiwis there.,easy,eli5,en,wikipedia,1391.68381690979,44
moonshotai/kimi-k2-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,"Key Points  
- Kiwifruit is the star crop.  
- The area is known worldwide for it.  

Kiwifruit Fame  
- Grows lots of kiwifruit.  
- Famous across the globe.",easy,structured,en,wikipedia,824.0408897399902,158
moonshotai/kimi-k2-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,It’s best known for growing kiwifruit.,medium,generic,en,wikipedia,566.2028789520264,38
moonshotai/kimi-k2-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,It is especially well known for growing kiwifruit.,medium,lexical_only,en,wikipedia,344.59877014160156,50
moonshotai/kimi-k2-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,"People grow lots and lots of fuzzy green kiwis there, so everyone knows the place for its yummy fruit.",medium,eli5,en,wikipedia,905.541181564331,102
moonshotai/kimi-k2-instruct,asset_4,It is particularly famous for the cultivation of kiwifruit....,"**Key Points**  
- Kiwifruit is the star crop.  
- The region’s fame rests on this fruit.  

**Why It’s Known**  
- Kiwifruit growing made the area famous.",medium,structured,en,wikipedia,1031.9218635559082,155
